	postcode	category	distance_m	title	address	position
0	SK3	airport	7939	Manchester Airport (MAN)	M56, Manchester Airport, Manchester, WA15 8	[53.37025, -2.28]
0	SK8	airport	4917	Manchester Airport (MAN)	M56, Manchester Airport, Manchester, WA15 8	[53.37025, -2.28]
0	SK9	airport	5832	Manchester Airport (MAN)	M56, Manchester Airport, Manchester, WA15 8	[53.37025, -2.28]
0	SL0	airport	7143	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	SL3	airport	7499	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	SO14	airport	5369	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO15	airport	5846	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO16	airport	5157	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO17	airport	3608	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO18	airport	3045	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO19	airport	5469	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO30	airport	5311	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO50	airport	2508	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO52	airport	6168	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SO53	airport	3894	Southampton Airport (SOU)	Mitchell Way, Southampton, Southampton, SO18 2	[50.9514, -1.36171]
0	SS0	airport	2797	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS1	airport	4148	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS2	airport	2399	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS3	airport	6778	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS4	airport	2781	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS5	airport	5590	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS6	airport	6897	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS9	airport	3964	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	TR19	airport	2867	Land's End Airport (LEQ)	B3306, St Just, Penzance, TR19 7	[50.10251, -5.66786]
0	TR21	airport	3249	St Marys Airport (ISC)	St Mary's, St Mary's, TR21 0, United Kingdom	[49.91423, -6.29504]
0	TR22	airport	4264	St Marys Airport (ISC)	St Mary's, St Mary's, TR21 0	[49.91423, -6.29504]
0	TR23	airport	5905	St Marys Airport (ISC)	St Mary's, St Mary's, TR21 0	[49.91423, -6.29504]
0	TR24	airport	5343	St Marys Airport (ISC)	St Mary's, St Mary's, TR21 0	[49.91423, -6.29504]
0	TR25	airport	5538	St Marys Airport (ISC)	St Mary's, St Mary's, TR21 0	[49.91423, -6.29504]
0	TR7	airport	6208	Newquay Cornwall Airport (NQY)	St Mawgan, Newquay, TR8 4	[50.44705, -5.0035]
0	TR8	airport	5875	Newquay Cornwall Airport (NQY)	St Mawgan, Newquay, TR8 4	[50.44705, -5.0035]
0	TR9	airport	6012	Newquay Cornwall Airport (NQY)	St Mawgan, Newquay, TR8 4	[50.44705, -5.0035]
0	TS15	airport	7475	Durham Tees Valley Airport (MME)	St George Way, Durham Tees Valley Airport, Darlington, DL2 1	[54.51386, -1.43907]
0	TS16	airport	5694	Durham Tees Valley Airport (MME)	St George Way, Durham Tees Valley Airport, Darlington, DL2 1	[54.51386, -1.43907]
0	TW13	airport	5279	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW14	airport	3305	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW15	airport	4718	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW16	airport	6890	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW18	airport	6193	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW19	airport	4060	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW2	airport	7731	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW3	airport	6354	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW4	airport	4884	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW5	airport	5040	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	TW6	airport	556	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB1	airport	7244	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB11	airport	5199	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB2	airport	5910	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB3	airport	4214	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB4	airport	6535	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB7	airport	3884	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	UB8	airport	7050	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	WA14	airport	5463	Manchester Airport (MAN)	M56, Manchester Airport, Manchester, WA15 8	[53.37025, -2.28]
0	WA15	airport	3323	Manchester Airport (MAN)	M56, Manchester Airport, Manchester, WA15 8	[53.37025, -2.28]
0	ZE3	airport	1107	Sumburgh Airport (LSI)	Shetland, Shetland, ZE3 9	[59.87802, -1.28686]
0	BN99	airport	6455	Brighton City Airport (ESH)	Cecil Pashley Way, Shoreham-by-Sea, Shoreham-by-Sea, BN43 5	[50.83335, -0.29041]
0	CH34	airport	7144	Liverpool John Lennon Airport (LPL)	Liverpool Airport, Liverpool, L24 1	[53.33816, -2.85679]
0	E98	airport	7781	London City (LCY)	Hartmann Road, E16, London, E16 2	[51.50315, 0.05026]
0	EH91	airport	4504	Edinburgh Airport (EDI)	Edinburgh Airport, Edinburgh, EH12 9	[55.94783, -3.36256]
0	EH95	airport	7601	Edinburgh Airport (EDI)	Edinburgh Airport, Edinburgh, EH12 9	[55.94783, -3.36256]
0	GU95	airport	4918	Farnborough Airport (FAB)	Farnborough, Farnborough, GU14 6	[51.28315, -0.77868]
0	SL95	airport	6200	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	SS22	airport	1441	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	SS99	airport	6697	London Southend Airport (SEN)	Southend Airport, Southend-on-Sea, SS2 6	[51.56985, 0.70442]
0	UB18	airport	4687	London Heathrow Airport (LHR)	Inner Ring East, London Heathrow Airport, Hounslow, TW6 1	[51.47243, -0.45287]
0	WA88	airport	6723	Liverpool John Lennon Airport (LPL)	Liverpool Airport, Liverpool, L24 1	[53.33816, -2.85679]
0	E20	airport	6067	London City (LCY)	Hartmann Road, E16, London, E16 2	[51.50315, 0.05026]
